,1982-08-01,1983-08-01,1984-08-01,1985-08-01,1986-08-01,1987-08-01,1988-08-01,1989-08-01,1990-08-01,1991-08-01,1992-08-01,1993-08-01,1994-08-01,1995-08-01,1996-08-01,1997-08-01,1998-08-01,1999-08-01,2000-08-01,2001-08-01,2002-08-01,2003-08-01,2004-08-01,2005-08-01,2006-08-01,2007-08-01,2008-08-01,2009-08-01,2010-08-01,2011-08-01,2012-08-01,2013-08-01,2014-08-01,2015-08-01,2016-08-01,2017-08-01,2018-08-01,2019-08-01
556,12.57967758178711,12.190644264221191,11.043548583984375,14.190645217895508,12.467741966247559,12.961935043334961,11.90774154663086,13.729353904724121,13.37870979309082,13.243548393249512,13.63806438446045,13.47419261932373,12.403225898742676,12.78709602355957,12.303226470947266,12.845161437988281,14.061612129211426,12.268710136413574,10.819999694824219,14.355805397033691,12.896450996398926,11.901934623718262,14.153547286987305,14.275806427001953,12.813547134399414,10.452902793884277,12.518064498901367,12.292579650878906,11.900321960449219,12.076128959655762,13.010644912719727,11.227742195129395,13.225160598754883,15.750967025756836,11.40322494506836,15.56290340423584,12.044193267822266,11.741290092468262
557,12.57967758178711,12.190644264221191,11.043548583984375,14.190645217895508,12.467741966247559,12.961935043334961,11.90774154663086,13.729353904724121,13.37870979309082,13.243548393249512,13.63806438446045,13.47419261932373,12.403225898742676,12.78709602355957,12.303226470947266,12.845161437988281,14.061612129211426,12.268710136413574,10.819999694824219,14.355805397033691,12.896450996398926,11.901934623718262,14.153547286987305,14.275806427001953,12.813547134399414,10.452902793884277,12.518064498901367,12.292579650878906,11.900321960449219,12.076128959655762,13.010644912719727,11.227742195129395,13.225160598754883,15.750967025756836,11.40322494506836,15.56290340423584,12.044193267822266,11.741290092468262
560,12.906451225280762,12.779030799865723,11.796451568603516,15.085162162780762,13.432903289794922,14.173871040344238,12.86903190612793,14.214838027954102,13.898063659667969,14.560322761535645,14.755805969238281,14.834193229675293,13.261612892150879,13.660967826843262,12.81064510345459,13.80838680267334,14.544193267822266,13.016451835632324,11.115160942077637,15.239999771118164,14.130000114440918,12.605161666870117,15.066451072692871,15.239677429199219,13.907096862792969,11.273224830627441,13.235806465148926,12.695160865783691,12.5248384475708,12.873870849609375,13.950966835021973,11.980645179748535,13.683871269226074,16.75354766845703,12.375482559204102,16.316774368286133,13.163869857788086,12.792258262634277
561,13.11193561553955,12.875161170959473,12.033547401428223,15.311612129211426,13.975160598754883,14.388386726379395,13.321290016174316,14.551935195922852,14.04161262512207,15.010000228881836,14.937097549438477,15.23096752166748,13.567097663879395,14.305806159973145,13.080967903137207,13.919999122619629,14.763224601745605,13.472258567810059,11.408709526062012,15.538064002990723,14.602258682250977,13.362580299377441,15.61225700378418,15.538387298583984,14.606128692626953,11.796451568603516,14.067097663879395,12.91354751586914,12.560322761535645,13.745806694030762,14.054515838623047,12.681290626525879,14.282258033752441,16.91193389892578,13.068709373474121,16.409032821655273,14.368386268615723,13.633871078491211
562,14.758387565612793,14.24774169921875,13.740645408630371,16.03580665588379,16.040966033935547,15.39161205291748,14.96580696105957,16.010000228881836,15.33258056640625,16.132579803466797,16.30064582824707,16.60709571838379,15.506451606750488,16.264516830444336,15.142903327941895,14.596128463745117,15.844515800476074,15.686452865600586,13.664192199707031,17.170000076293945,16.933547973632812,16.31612777709961,16.736772537231445,16.99419403076172,16.572580337524414,14.273870468139648,17.145484924316406,15.574838638305664,14.451290130615234,16.14870834350586,15.629032135009766,16.358064651489258,18.21999740600586,17.774839401245117,15.522257804870605,17.69645118713379,18.076452255249023,17.050968170166016
564,13.849677085876465,12.866451263427734,12.132903099060059,15.595160484313965,13.81128978729248,13.981289863586426,13.129677772521973,14.949999809265137,14.010644912719727,14.24709701538086,13.616451263427734,15.26516056060791,13.843547821044922,12.961935997009277,13.234192848205566,14.598063468933105,15.799676895141602,13.290322303771973,11.925483703613281,15.37129020690918,13.990323066711426,12.958064079284668,15.278063774108887,15.029999732971191,14.168386459350586,10.275160789489746,14.135807037353516,13.446451187133789,12.897419929504395,13.240323066711426,14.442580223083496,11.96903133392334,14.543547630310059,17.46548080444336,12.82290267944336,16.21354866027832,13.030645370483398,13.161290168762207
565,13.618709564208984,13.174193382263184,12.522902488708496,15.976128578186035,13.935807228088379,14.764516830444336,13.991290092468262,15.005483627319336,14.222258567810059,15.268385887145996,14.377097129821777,15.052257537841797,13.754193305969238,14.46838665008545,13.318387031555176,14.657095909118652,15.134515762329102,13.71451473236084,11.673871040344238,15.976129531860352,14.309355735778809,12.972902297973633,16.227741241455078,15.734192848205566,14.369677543640137,11.933225631713867,13.710322380065918,13.249032020568848,12.61677360534668,13.593225479125977,14.487095832824707,12.129999160766602,14.137742042541504,17.244192123413086,12.190644264221191,16.854839324951172,13.443225860595703,13.3551607131958
566,14.885161399841309,14.576128959655762,14.088386535644531,16.580644607543945,15.78645133972168,15.318387031555176,15.463871002197266,16.162904739379883,15.1312894821167,16.73128890991211,15.998064994812012,16.33258056640625,15.065484046936035,16.653547286987305,14.690000534057617,14.714515686035156,16.080322265625,15.450966835021973,13.800322532653809,17.15258026123047,16.513870239257812,15.585482597351074,16.76483726501465,16.67322540283203,15.70677375793457,14.074193000793457,16.003225326538086,15.026450157165527,14.110967636108398,15.480645179748535,15.574838638305664,15.11677360534668,16.8519344329834,18.05935287475586,14.778064727783203,17.672256469726562,16.65774154663086,16.029678344726562
568,14.885161399841309,14.576128959655762,14.088386535644531,16.580644607543945,15.78645133972168,15.318387031555176,15.463871002197266,16.162904739379883,15.1312894821167,16.73128890991211,15.998064994812012,16.33258056640625,15.065484046936035,16.653547286987305,14.690000534057617,14.714515686035156,16.080322265625,15.450966835021973,13.800322532653809,17.15258026123047,16.513870239257812,15.585482597351074,16.76483726501465,16.67322540283203,15.70677375793457,14.074193000793457,16.003225326538086,15.026450157165527,14.110967636108398,15.480645179748535,15.574838638305664,15.11677360534668,16.8519344329834,18.05935287475586,14.778064727783203,17.672256469726562,16.65774154663086,16.029678344726562
569,14.599355697631836,14.663871765136719,13.586773872375488,17.064193725585938,15.02290153503418,15.674515724182129,15.30612850189209,16.084192276000977,15.178386688232422,15.940321922302246,15.356451034545898,15.716450691223145,14.39387035369873,15.971612930297852,14.503548622131348,15.346451759338379,15.759354591369629,14.664837837219238,12.944192886352539,17.069355010986328,16.324193954467773,14.595161437988281,16.638710021972656,16.330644607543945,15.222257614135742,12.915806770324707,15.132579803466797,14.649999618530273,13.588065147399902,14.546130180358887,16.326772689819336,13.725160598754883,15.684514999389648,18.499353408813477,13.739354133605957,17.504838943481445,14.957419395446777,15.049032211303711
570,15.1651611328125,15.553547859191895,14.85548210144043,17.437421798706055,16.135482788085938,16.117420196533203,16.340322494506836,16.79709815979004,15.969999313354492,16.8970947265625,16.562902450561523,16.87935447692871,15.544193267822266,17.24322509765625,15.150967597961426,15.639676094055176,16.474838256835938,15.618709564208984,14.45161247253418,17.659353256225586,17.52387046813965,16.221935272216797,17.123546600341797,17.092580795288086,16.111289978027344,14.701935768127441,16.743871688842773,15.92967700958252,15.283547401428223,15.690321922302246,17.12516212463379,16.303871154785156,17.39677619934082,19.041934967041016,15.818709373474121,18.421289443969727,17.079030990600586,16.889354705810547
571,15.1651611328125,15.553547859191895,14.85548210144043,17.437421798706055,16.135482788085938,16.117420196533203,16.340322494506836,16.79709815979004,15.969999313354492,16.8970947265625,16.562902450561523,16.87935447692871,15.544193267822266,17.24322509765625,15.150967597961426,15.639676094055176,16.474838256835938,15.618709564208984,14.45161247253418,17.659353256225586,17.52387046813965,16.221935272216797,17.123546600341797,17.092580795288086,16.111289978027344,14.701935768127441,16.743871688842773,15.92967700958252,15.283547401428223,15.690321922302246,17.12516212463379,16.303871154785156,17.39677619934082,19.041934967041016,15.818709373474121,18.421289443969727,17.079030990600586,16.889354705810547
573,14.68483829498291,14.823870658874512,14.23258113861084,17.806774139404297,15.52645206451416,17.126131057739258,16.018386840820312,16.61838722229004,15.722902297973633,16.74645233154297,16.211612701416016,17.273548126220703,14.991935729980469,16.726451873779297,15.63096809387207,16.183547973632812,16.57677459716797,15.195160865783691,12.77193546295166,17.443225860595703,16.587417602539062,15.066128730773926,17.25128936767578,16.644515991210938,16.16387176513672,13.219354629516602,15.82290267944336,14.990643501281738,14.433225631713867,15.123870849609375,17.208707809448242,14.73032283782959,16.04451560974121,18.95806312561035,14.430322647094727,17.965482711791992,15.52967643737793,14.899677276611328
574,14.68483829498291,14.823870658874512,14.23258113861084,17.806774139404297,15.52645206451416,17.126131057739258,16.018386840820312,16.61838722229004,15.722902297973633,16.74645233154297,16.211612701416016,17.273548126220703,14.991935729980469,16.726451873779297,15.63096809387207,16.183547973632812,16.57677459716797,15.195160865783691,12.77193546295166,17.443225860595703,16.587417602539062,15.066128730773926,17.25128936767578,16.644515991210938,16.16387176513672,13.219354629516602,15.82290267944336,14.990643501281738,14.433225631713867,15.123870849609375,17.208707809448242,14.73032283782959,16.04451560974121,18.95806312561035,14.430322647094727,17.965482711791992,15.52967643737793,14.899677276611328
576,15.186127662658691,15.696128845214844,15.02741813659668,18.739356994628906,16.435482025146484,17.79935646057129,17.19806480407715,16.938386917114258,16.54161262512207,17.32741928100586,16.475805282592773,16.87419319152832,15.981289863586426,17.268386840820312,16.376127243041992,17.016128540039062,17.280000686645508,16.054838180541992,13.882257461547852,17.739675521850586,17.271289825439453,15.793547630310059,17.716773986816406,17.40483856201172,17.1064510345459,14.087419509887695,16.640321731567383,15.772257804870605,15.334515571594238,15.8212890625,17.66161346435547,15.207419395446777,17.2545166015625,19.416772842407227,15.72290325164795,18.60193634033203,15.788387298583984,15.136128425598145
579,15.769999504089355,16.246450424194336,14.92806339263916,18.820642471313477,16.959354400634766,18.036775588989258,17.992578506469727,17.485485076904297,17.439353942871094,17.703548431396484,16.907419204711914,17.090967178344727,16.744836807250977,17.896129608154297,16.949031829833984,17.588064193725586,18.068710327148438,16.58129119873047,15.152902603149414,18.35677146911621,17.32870864868164,16.93967628479004,18.25354766845703,17.886451721191406,17.845806121826172,15.170967102050781,17.202259063720703,16.244516372680664,15.610645294189453,16.649677276611328,17.428388595581055,15.442902565002441,17.46870994567871,19.367097854614258,16.049354553222656,18.782258987426758,15.936128616333008,15.6854829788208
580,16.051612854003906,17.28870964050293,17.2454833984375,19.28645133972168,18.5045166015625,19.052257537841797,18.28999900817871,18.094194412231445,17.457416534423828,18.63419532775879,17.947420120239258,18.19129180908203,17.189678192138672,18.40064239501953,17.018386840820312,18.426773071289062,18.614192962646484,17.52677345275879,15.887096405029297,18.736127853393555,18.73870849609375,17.67032241821289,18.266775131225586,19.023225784301758,19.017417907714844,16.821611404418945,18.890321731567383,18.248062133789062,17.22838592529297,17.057743072509766,18.28838539123535,18.53806495666504,18.728065490722656,20.059677124023438,18.39806365966797,19.6019344329834,18.30193519592285,17.440967559814453
581,16.051612854003906,17.28870964050293,17.2454833984375,19.28645133972168,18.5045166015625,19.052257537841797,18.28999900817871,18.094194412231445,17.457416534423828,18.63419532775879,17.947420120239258,18.19129180908203,17.189678192138672,18.40064239501953,17.018386840820312,18.426773071289062,18.614192962646484,17.52677345275879,15.887096405029297,18.736127853393555,18.73870849609375,17.67032241821289,18.266775131225586,19.023225784301758,19.017417907714844,16.821611404418945,18.890321731567383,18.248062133789062,17.22838592529297,17.057743072509766,18.28838539123535,18.53806495666504,18.728065490722656,20.059677124023438,18.39806365966797,19.6019344329834,18.30193519592285,17.440967559814453
582,15.951290130615234,15.882903099060059,15.27193546295166,18.70903205871582,17.436452865600586,18.05742073059082,18.143869400024414,17.871936798095703,17.13548469543457,18.248708724975586,16.779033660888672,16.811288833618164,17.177419662475586,17.81774139404297,16.896774291992188,17.754194259643555,18.47838592529297,17.110965728759766,15.411935806274414,18.49193572998047,17.364835739135742,17.45516014099121,18.302257537841797,18.191936492919922,18.353225708007812,15.802579879760742,17.670324325561523,16.47032356262207,15.988386154174805,17.049997329711914,17.722902297973633,15.507741928100586,18.11870765686035,19.669675827026367,15.952903747558594,19.03129005432129,15.967418670654297,16.046451568603516
583,16.25290298461914,16.335805892944336,16.022903442382812,18.9458065032959,17.494836807250977,18.265483856201172,18.215160369873047,17.967418670654297,17.170324325561523,18.309999465942383,17.099998474121094,16.97161293029785,16.96000099182129,18.094192504882812,16.885807037353516,17.94709587097168,18.65451431274414,17.142580032348633,15.632903099060059,18.66870880126953,17.62419319152832,17.591934204101562,18.298063278198242,18.402257919311523,18.36967658996582,15.936773300170898,17.942903518676758,16.8845157623291,16.139999389648438,17.12774085998535,17.763225555419922,16.300321578979492,18.16064453125,19.81096649169922,16.877742767333984,19.16613006591797,16.658065795898438,16.04290199279785
584,17.85322380065918,17.43903160095215,18.020322799682617,19.36128807067871,18.68903160095215,18.759998321533203,18.601289749145508,18.59516143798828,17.736129760742188,18.964515686035156,17.76483726501465,17.86128807067871,17.539676666259766,18.814516067504883,17.910966873168945,18.961612701416016,19.10257911682129,17.79225730895996,16.971935272216797,19.62193489074707,18.87193489074707,18.426773071289062,18.86515998840332,19.682580947875977,19.216127395629883,17.353870391845703,19.019676208496094,18.919675827026367,17.986772537231445,17.97903060913086,18.28742027282715,18.41645050048828,19.143226623535156,20.62870979309082,18.61322593688965,19.630966186523438,18.56386947631836,17.335805892944336
