,1981-12-01,1982-12-01,1983-12-01,1984-12-01,1985-12-01,1986-12-01,1987-12-01,1988-12-01,1989-12-01,1990-12-01,1991-12-01,1992-12-01,1993-12-01,1994-12-01,1995-12-01,1996-12-01,1997-12-01,1998-12-01,1999-12-01,2000-12-01,2001-12-01,2002-12-01,2003-12-01,2004-12-01,2005-12-01,2006-12-01,2007-12-01,2008-12-01,2009-12-01,2010-12-01,2011-12-01,2012-12-01,2013-12-01,2014-12-01,2015-12-01,2016-12-01,2017-12-01,2018-12-01,2019-12-01
556,20.57870864868164,20.484516143798828,21.138385772705078,19.93903160095215,20.78645133972168,20.70838737487793,20.220966339111328,20.208065032958984,20.862581253051758,19.61838722229004,21.3348388671875,20.276126861572266,19.44709587097168,20.681936264038086,20.561288833618164,21.248064041137695,19.417739868164062,20.57741928100586,20.988388061523438,21.05645179748535,19.567094802856445,21.4738712310791,18.929031372070312,20.687095642089844,20.77677345275879,21.611934661865234,20.78580665588379,21.440645217895508,21.596450805664062,20.516128540039062,20.072580337524414,21.87257957458496,21.319679260253906,21.88387107849121,20.260643005371094,20.88322639465332,20.753225326538086,19.657419204711914,20.44193458557129
557,20.57870864868164,20.484516143798828,21.138385772705078,19.93903160095215,20.78645133972168,20.70838737487793,20.220966339111328,20.208065032958984,20.862581253051758,19.61838722229004,21.3348388671875,20.276126861572266,19.44709587097168,20.681936264038086,20.561288833618164,21.248064041137695,19.417739868164062,20.57741928100586,20.988388061523438,21.05645179748535,19.567094802856445,21.4738712310791,18.929031372070312,20.687095642089844,20.77677345275879,21.611934661865234,20.78580665588379,21.440645217895508,21.596450805664062,20.516128540039062,20.072580337524414,21.87257957458496,21.319679260253906,21.88387107849121,20.260643005371094,20.88322639465332,20.753225326538086,19.657419204711914,20.44193458557129
560,20.674516677856445,20.763547897338867,21.707096099853516,20.004194259643555,21.44709587097168,21.0712890625,20.910324096679688,20.806129455566406,21.20354652404785,19.93161392211914,21.720643997192383,20.39870834350586,19.859676361083984,20.803546905517578,21.212257385253906,21.97838592529297,19.9412899017334,21.282258987426758,21.500967025756836,21.543546676635742,20.1109676361084,21.72386932373047,19.40483856201172,21.055805206298828,21.401290893554688,22.273225784301758,21.408708572387695,21.687742233276367,22.0496768951416,20.84000015258789,20.877094268798828,22.360322952270508,22.03096580505371,22.41290283203125,20.651611328125,21.221935272216797,20.760643005371094,20.279356002807617,21.221935272216797
561,20.694194793701172,20.7454833984375,21.934837341308594,19.98967742919922,21.54935646057129,21.150644302368164,21.023225784301758,20.79741859436035,21.28032112121582,20.100322723388672,21.723548889160156,20.424516677856445,19.966449737548828,20.881935119628906,21.405481338500977,22.14806365966797,20.14870834350586,21.5712890625,21.640321731567383,21.568710327148438,20.603870391845703,21.728708267211914,19.70903205871582,21.101613998413086,21.365161895751953,22.489030838012695,21.4412899017334,21.896774291992188,22.276451110839844,20.870967864990234,21.180967330932617,22.64645004272461,22.24838638305664,22.692903518676758,20.610645294189453,21.148386001586914,20.725482940673828,20.73741912841797,21.63774299621582
562,21.076452255249023,20.831933975219727,22.490644454956055,20.588708877563477,21.889999389648438,21.694517135620117,21.330322265625,21.091611862182617,21.550321578979492,21.201290130615234,22.184837341308594,20.84290313720703,21.099353790283203,21.799997329711914,22.186128616333008,22.546772003173828,21.14580535888672,22.000322341918945,22.077739715576172,21.95354652404785,21.528064727783203,22.16613006591797,20.89806365966797,21.639999389648438,21.72161293029785,22.74451446533203,21.949031829833984,22.430320739746094,23.458707809448242,21.466449737548828,21.80031967163086,23.476449966430664,22.912580490112305,23.599353790283203,21.416452407836914,21.95064353942871,21.126773834228516,21.93451690673828,22.84741973876953
564,21.42935562133789,20.430320739746094,22.795804977416992,21.12935447692871,22.665483474731445,22.133548736572266,21.504838943481445,20.95548439025879,21.120967864990234,21.046772003173828,22.56838607788086,20.574514389038086,21.055482864379883,22.25548553466797,22.108064651489258,22.84064483642578,21.268709182739258,22.292579650878906,22.37935447692871,22.567419052124023,21.62129020690918,22.10870933532715,21.059677124023438,21.506452560424805,22.26709747314453,22.925804138183594,22.271289825439453,21.763870239257812,22.261289596557617,22.059354782104492,21.57870864868164,23.248388290405273,22.271291732788086,23.598709106445312,21.760000228881836,22.110965728759766,21.594518661499023,21.602581024169922,21.49193572998047
565,20.796449661254883,20.70903205871582,22.612903594970703,20.270645141601562,21.737741470336914,21.518709182739258,21.158063888549805,20.83386993408203,21.171934127807617,20.27741813659668,22.11451530456543,20.72903060913086,20.373868942260742,21.1019344329834,21.679031372070312,22.16354751586914,20.346128463745117,21.70096778869629,21.658065795898438,21.658706665039062,20.478063583374023,21.931936264038086,19.70903205871582,21.269031524658203,21.57225799560547,22.532581329345703,21.748708724975586,21.76032066345215,22.126453399658203,21.181936264038086,21.373546600341797,22.581933975219727,22.29161262512207,22.805160522460938,20.96870994567871,21.3438720703125,20.703868865966797,20.638710021972656,21.65032196044922
566,21.330968856811523,20.935806274414062,22.963869094848633,20.821611404418945,21.98806381225586,22.089033126831055,21.282581329345703,21.30516242980957,21.64645004272461,21.33838653564453,22.524192810058594,20.909353256225586,21.27644920349121,21.87774085998535,22.386127471923828,22.581933975219727,21.10548210144043,22.22451400756836,22.086772918701172,22.220966339111328,21.465158462524414,22.397741317749023,20.712902069091797,21.797096252441406,21.911291122436523,22.8564510345459,22.06322479248047,22.43903160095215,23.238388061523438,21.485483169555664,21.934194564819336,23.373226165771484,22.945804595947266,23.64806365966797,21.53386878967285,21.586450576782227,21.11838722229004,21.7761287689209,22.787418365478516
568,21.330968856811523,20.935806274414062,22.963869094848633,20.821611404418945,21.98806381225586,22.089033126831055,21.282581329345703,21.30516242980957,21.64645004272461,21.33838653564453,22.524192810058594,20.909353256225586,21.27644920349121,21.87774085998535,22.386127471923828,22.581933975219727,21.10548210144043,22.22451400756836,22.086772918701172,22.220966339111328,21.465158462524414,22.397741317749023,20.712902069091797,21.797096252441406,21.911291122436523,22.8564510345459,22.06322479248047,22.43903160095215,23.238388061523438,21.485483169555664,21.934194564819336,23.373226165771484,22.945804595947266,23.64806365966797,21.53386878967285,21.586450576782227,21.11838722229004,21.7761287689209,22.787418365478516
569,21.578384399414062,21.099031448364258,22.99193572998047,21.073549270629883,22.230323791503906,22.206127166748047,21.75128746032715,21.308385848999023,21.8348388671875,21.185161590576172,22.853548049926758,21.19838523864746,21.555805206298828,22.040645599365234,22.233224868774414,22.649354934692383,21.2951602935791,22.4783878326416,22.03322410583496,22.449678421020508,21.160966873168945,22.73193359375,20.70741844177246,22.183547973632812,22.049999237060547,22.839677810668945,22.569355010986328,22.42322540283203,23.065162658691406,21.562578201293945,22.0667724609375,23.393226623535156,23.052902221679688,23.413869857788086,21.466127395629883,21.512256622314453,21.100645065307617,21.57483673095703,22.59516143798828
